id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes
oth561_user_industry_division_sell_rebalancing_num,Data grouped by user's industry diversification in past 20 trading days - The number of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_industry_division_sell_rebalancing_price_avg,Data grouped by user's industry diversification in past 20 trading days - Average price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_industry_division_sell_rebalancing_price_median,Data grouped by user's industry diversification in past 20 trading days - Median price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_division_sell_rebalancing_share,Data grouped by user's industry diversification in past 20 trading days - Total shares of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_division_sell_rebalancing_value,Data grouped by user's industry diversification in past 20 trading days - Total market value of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_industry_division_sell_rebalancing_weight,Data grouped by user's industry diversification in past 20 trading days - Total weight of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_industry_division_sell_user_num,Data grouped by user's industry diversification in past 20 trading days - The number of users that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_division_total_active_portfolio_num,Data grouped by user's industry diversification in past 20 trading days - The total number of active portfolios that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_division_total_active_user_num,Data grouped by user's industry diversification in past 20 trading days - The total number of active users who trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,3,3,1.9,[]
oth561_user_industry_division_total_rebalancing_num,Data grouped by user's industry diversification in past 20 trading days - The total number of rebalancing actions that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_industry_division_total_rebalancing_share,Data grouped by user's industry diversification in past 20 trading days - Total shares of rebalancing actions that trade (buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_division_total_rebalancing_value,Data grouped by user's industry diversification in past 20 trading days - Total market value of rebalancing actions trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_industry_level,Data grouped by user's industry diversification in past 20 trading days - The level of user industry activity based on number of different industries traded in past 20 days,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,5,7,1.9,[]
oth561_user_rebalancing_division_buy_portfolio_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of portfolios that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_price_avg,Data grouped by user's rebalancing frequency in past 20 trading days - Average price of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_price_median,Data grouped by user's rebalancing frequency in past 20 trading days - Median price of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_share,Data grouped by user's rebalancing frequency in past 20 trading days - Total shares of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_value,Data grouped by user's rebalancing frequency in past 20 trading days - Total market value of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_buy_rebalancing_weight,Data grouped by user's rebalancing frequency in past 20 trading days - Total weight of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_buy_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of users that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_rebalancing_division_first_buy_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of users who buy the stock for the first time,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_net_buy_portfolio_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of portfolios that net buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_net_buy_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of users that net buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_net_sell_portfolio_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of portfolios that net sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_net_sell_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of users that net sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_sell_portfolio_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of portfolios that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_price_avg,Data grouped by user's rebalancing frequency in past 20 trading days - Average price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_price_median,Data grouped by user's rebalancing frequency in past 20 trading days - Median price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_share,Data grouped by user's rebalancing frequency in past 20 trading days - Total shares of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_value,Data grouped by user's rebalancing frequency in past 20 trading days - Total market value of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_rebalancing_weight,Data grouped by user's rebalancing frequency in past 20 trading days - Total weight of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_sell_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The number of users that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_rebalancing_division_total_active_portfolio_num,Data grouped by user's rebalancing frequency in past 20 trading days - The total number of active portfolios that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_total_active_user_num,Data grouped by user's rebalancing frequency in past 20 trading days - The total number of active users who trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_total_rebalancing_num,Data grouped by user's rebalancing frequency in past 20 trading days - The total number of rebalancing actions that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_rebalancing_division_total_rebalancing_share,Data grouped by user's rebalancing frequency in past 20 trading days - Total shares of rebalancing actions that trade (buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_division_total_rebalancing_value,Data grouped by user's rebalancing frequency in past 20 trading days - Total market value of rebalancing actions trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_rebalancing_level,Data grouped by user's rebalancing frequency in past 20 trading days - The level of user rebalancing activity based on number of rebalancing actions in past 20 days,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,9,10,1.9,[]
oth561_user_stock_division_buy_portfolio_num,Data grouped by user's stock diversification in past 20 trading days - The number of portfolios that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,3,3,1.9,[]
oth561_user_stock_division_buy_rebalancing_num,Data grouped by user's stock diversification in past 20 trading days - The number of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_buy_rebalancing_price_avg,Data grouped by user's stock diversification in past 20 trading days - Average price of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_buy_rebalancing_price_median,Data grouped by user's stock diversification in past 20 trading days - Median price of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_buy_rebalancing_share,Data grouped by user's stock diversification in past 20 trading days - Total shares of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_buy_rebalancing_value,Data grouped by user's stock diversification in past 20 trading days - Total market value of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_buy_rebalancing_weight,Data grouped by user's stock diversification in past 20 trading days - Total weight of rebalancing actions that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_stock_division_buy_user_num,Data grouped by user's stock diversification in past 20 trading days - The number of users that buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,2,2,1.9,[]
oth561_user_stock_division_first_buy_user_num,Data grouped by user's stock diversification in past 20 trading days - The number of users who buy the stock for the first time,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,3,3,1.9,[]
oth561_user_stock_division_net_buy_portfolio_num,Data grouped by user's stock diversification in past 20 trading days - The number of portfolios that net buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_net_buy_user_num,Data grouped by user's stock diversification in past 20 trading days - The number of users that net buy the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,3,4,1.9,[]
oth561_user_stock_division_net_sell_portfolio_num,Data grouped by user's stock diversification in past 20 trading days - The number of portfolios that net sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_net_sell_user_num,Data grouped by user's stock diversification in past 20 trading days - The number of users that net sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_portfolio_num,Data grouped by user's stock diversification in past 20 trading days - The number of portfolios that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_sell_rebalancing_num,Data grouped by user's stock diversification in past 20 trading days - The number of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_rebalancing_price_avg,Data grouped by user's stock diversification in past 20 trading days - Average price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_rebalancing_price_median,Data grouped by user's stock diversification in past 20 trading days - Median price of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_sell_rebalancing_share,Data grouped by user's stock diversification in past 20 trading days - Total shares of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_rebalancing_value,Data grouped by user's stock diversification in past 20 trading days - Total market value of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_rebalancing_weight,Data grouped by user's stock diversification in past 20 trading days - Total weight of rebalancing actions that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_sell_user_num,Data grouped by user's stock diversification in past 20 trading days - The number of users that sell the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_total_active_portfolio_num,Data grouped by user's stock diversification in past 20 trading days - The total number of active portfolios that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_total_active_user_num,Data grouped by user's stock diversification in past 20 trading days - The total number of active users who trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_total_rebalancing_num,Data grouped by user's stock diversification in past 20 trading days - The total number of rebalancing actions that trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_division_total_rebalancing_share,Data grouped by user's stock diversification in past 20 trading days - Total shares of rebalancing actions that trade (buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,0,0,1.9,[]
oth561_user_stock_division_total_rebalancing_value,Data grouped by user's stock diversification in past 20 trading days - Total market value of rebalancing actions trade(buy or sell) the stock,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,1,1,1.9,[]
oth561_user_stock_level,Data grouped by user's stock diversification in past 20 trading days - The level of user stock activity based on number of different stocks traded in past 20 days,"{'id': 'other561', 'name': 'Retail trading activities from Virtual Portfolios'}","{'id': 'other', 'name': 'Other'}","{'id': 'other-etf-models', 'name': 'ETF Models'}",CHN,1,TOP2000U,VECTOR,1.0,1.0,5,5,1.9,[]
